Date,Open,High,Low,Close,Adj Close,Volume
05-09-2005,43.870998,43.935001,43.632,43.740002,43.740002,0
12-09-2005,43.734001,43.962002,43.700001,43.799999,43.799999,0
19-09-2005,43.787998,43.939999,43.759998,43.849998,43.849998,0
26-09-2005,43.77,44.064999,43.77,43.880001,43.880001,0
03-10-2005,43.872002,44.349998,43.855999,44.259998,44.259998,0
10-10-2005,44.241001,44.950001,44.237999,44.77,44.77,0
17-10-2005,44.727001,45.375,44.712002,45.009998,45.009998,0
24-10-2005,44.993999,45.172001,44.869999,44.970001,44.970001,0
31-10-2005,44.985001,45.52,44.973,45.419998,45.419998,0
07-11-2005,45.411999,45.990002,45.349998,45.48,45.48,0
14-11-2005,45.615002,45.799999,45.500999,45.66,45.66,0
21-11-2005,45.650002,45.845001,45.560001,45.740002,45.740002,0
28-11-2005,45.733002,46.195,45.650002,46.060001,46.060001,0
05-12-2005,46.048,46.330002,46,46.139999,46.139999,0
12-12-2005,46.132,46.202,45.125,45.279999,45.279999,0
19-12-2005,45.271999,45.375,44.84,45.060001,45.060001,0
26-12-2005,45.049999,45.294998,44.924999,44.970001,44.970001,0
02-01-2006,44.969002,45.09,44.255001,44.5,44.5,0
09-01-2006,44.485001,44.5,43.889999,44.07,44.07,0
16-01-2006,44.188999,44.485001,44,44.150002,44.150002,0
23-01-2006,44.27,44.345001,43.919998,43.939999,43.939999,0
30-01-2006,43.926998,44.314999,43.858002,44.16,44.16,0
06-02-2006,44.140999,44.285,44.019001,44.040001,44.040001,0
13-02-2006,44.030998,44.450001,44.021999,44.32,44.32,0
20-02-2006,44.305,44.599998,44.200001,44.290001,44.290001,0
27-02-2006,44.290001,44.525002,44.035,44.18,44.18,0
06-03-2006,44.18,44.555,44.119999,44.459999,44.459999,0
13-03-2006,44.445999,44.52,44.098999,44.25,44.25,0
20-03-2006,44.25,44.630001,44.195,44.424999,44.424999,0
27-03-2006,44.465,44.634998,44.415001,44.540001,44.540001,0
03-04-2006,44.528999,44.645,44.334999,44.404999,44.404999,0
10-04-2006,44.404999,45.235001,44.404999,45,45,0
17-04-2006,44.992001,45.200001,44.945,44.994999,44.994999,0
24-04-2006,44.994999,45.07,44.706001,44.805,44.805,0
01-05-2006,44.805,44.919998,44.735001,44.779999,44.779999,0
08-05-2006,44.785,45.035,44.741001,44.825001,44.825001,0
15-05-2006,45.099998,45.555,44.625,45.360001,45.360001,0
22-05-2006,45.354,45.817001,45.279999,45.755001,45.755001,0
29-05-2006,45.896999,46.414001,45.580002,45.605,45.605,0
05-06-2006,45.583,46.014999,45.583,45.744999,45.744999,0
12-06-2006,45.805,45.985001,45.625,45.625,45.625,0
19-06-2006,45.848,46.134998,45.755001,45.939999,45.939999,0
26-06-2006,45.933998,46.356998,45.805,45.880001,45.880001,0
03-07-2006,45.872002,46.09,45.785,45.860001,45.860001,0
10-07-2006,45.851002,46.390999,45.841999,46.125,46.125,0
17-07-2006,46.328999,46.924999,46.324001,46.580002,46.580002,0
24-07-2006,46.569,46.904999,46.455002,46.465,46.465,0
31-07-2006,46.59,46.679001,46.355,46.459999,46.459999,0
07-08-2006,46.431,46.521999,46.255001,46.424999,46.424999,0
14-08-2006,46.424999,46.544998,46.279999,46.400002,46.400002,0
21-08-2006,46.389,46.529999,46.34,46.345001,46.345001,0
28-08-2006,46.459999,46.5,46.283001,46.507999,46.507999,0
04-09-2006,46.314999,46.384998,45.985001,45.994999,45.994999,0
11-09-2006,46.16,46.278999,45.884998,45.884998,45.884998,0
18-09-2006,46.047001,46.064999,45.709999,45.709999,45.709999,0
25-09-2006,45.740002,45.902,45.694,45.715,45.715,0
02-10-2006,45.779999,45.782001,45.355,45.355,45.355,0
09-10-2006,45.508999,45.733002,45.244999,45.299999,45.299999,0
16-10-2006,45.297001,45.396999,45.124001,45.125,45.125,0
23-10-2006,45.229,45.355,44.986,45.005001,45.005001,0
30-10-2006,45,45.019001,44.695,44.695,44.695,0
06-11-2006,44.813999,44.832001,44.395,44.485001,44.485001,0
13-11-2006,44.612,45.279999,44.605,44.685001,44.685001,0
20-11-2006,44.779999,45.035,44.529999,44.529999,44.529999,0
27-11-2006,44.529999,44.759998,44.435001,44.435001,44.435001,0
04-12-2006,44.560001,44.740002,44.355,44.465,44.465,0
11-12-2006,44.560001,44.919998,44.466999,44.5,44.5,0
18-12-2006,44.493999,44.869999,44.305,44.305,44.305,0
25-12-2006,44.305,44.59,44.040001,44.040001,44.040001,0
01-01-2007,44.220001,44.48,44.040001,44.220001,44.220001,0
08-01-2007,44.365002,44.619999,44.209999,44.255001,44.255001,0
15-01-2007,44.349998,44.384998,44.025002,44.084999,44.084999,0
22-01-2007,44.084999,44.294998,44.014999,44.040001,44.040001,0
29-01-2007,44.014999,44.327499,43.919998,43.919998,43.919998,0
05-02-2007,43.935001,44.139999,43.117001,43.98,43.98,0
12-02-2007,43.971001,44.205002,43.805,44,44,0
19-02-2007,43.993,44.282501,43.915001,44.200001,44.200001,0
26-02-2007,44.189999,44.345001,43.959,44.035,44.035,0
05-03-2007,44.498001,44.650002,44.005001,44.009998,44.009998,0
12-03-2007,43.855,44.352501,43.855,43.889999,43.889999,0
19-03-2007,44.033001,44.040001,43.215,43.305,43.305,0
26-03-2007,43.292,43.735001,42.709999,43.044998,43.044998,0
02-04-2007,43.200001,43.235001,42.681,42.695,42.695,0
09-04-2007,42.8475,43.014999,42.365002,42.365002,42.365002,0
16-04-2007,42.365002,42.52,41.505001,41.52,41.52,0
23-04-2007,41.665001,41.732498,40.485001,40.724998,40.724998,0
30-04-2007,41.349998,41.43,40.514999,40.68,40.68,0
07-05-2007,40.671001,41.415001,40.5,40.674999,40.674999,0
14-05-2007,41.037498,41.037498,40.286999,40.299999,40.299999,0
21-05-2007,40.294998,40.665001,40.075001,40.52,40.52,0
28-05-2007,40.512001,40.810001,40.125,40.215,40.215,0
04-06-2007,40.5,41.130001,40.124001,40.759998,40.759998,0
11-06-2007,40.990002,41.064999,40.419998,40.459999,40.459999,0
18-06-2007,40.52,40.845001,40.425999,40.494999,40.494999,0
25-06-2007,40.68,41.047501,40.525002,40.529999,40.529999,0
02-07-2007,40.619999,40.669998,40.229,40.310001,40.310001,0
09-07-2007,40.400002,40.632,40.127998,40.200001,40.200001,0
16-07-2007,40.404999,40.445,40.125,40.125,40.125,0
23-07-2007,40.34,40.535,40.046001,40.32,40.32,0
30-07-2007,40.572498,40.575001,40.115002,40.195,40.195,0
06-08-2007,40.259998,40.695,40.187,40.400002,40.400002,0
13-08-2007,40.513,41.615002,40.342999,41,41,0
20-08-2007,40.992001,41.18,40.715,40.84,40.84,0
27-08-2007,40.98,41.302502,40.575001,40.575001,40.575001,0
03-09-2007,40.66,40.947498,40.34,40.599998,40.599998,0
10-09-2007,40.419998,40.610001,40.269001,40.285,40.285,0
17-09-2007,40.43,40.599998,39.587002,39.77,39.77,0
24-09-2007,39.82,39.830002,39.425999,39.575001,39.575001,0
01-10-2007,39.580002,39.855,39.150002,39.404999,39.404999,0
08-10-2007,39.389999,39.537498,39.028999,39.095001,39.095001,0
15-10-2007,39.299999,39.825001,39.145,39.450001,39.450001,0
22-10-2007,39.892502,39.900002,39.235001,39.235001,39.235001,0
29-10-2007,39.235001,39.455002,39.146,39.265999,39.265999,0
05-11-2007,39.233002,39.365002,38.979,39.044998,39.044998,0
12-11-2007,38.995998,39.384998,38.987999,39.174999,39.174999,0
19-11-2007,39.294998,39.630001,39.139,39.599998,39.599998,0
26-11-2007,39.514999,39.884998,39.382999,39.362999,39.362999,0
03-12-2007,39.394001,39.619999,39.169998,39.360001,39.360001,0
10-12-2007,39.351002,39.415001,39.215,39.240002,39.240002,0
17-12-2007,39.365002,39.6325,39.223,39.235001,39.235001,0
24-12-2007,39.470001,39.509998,39.186001,39.244999,39.244999,0
31-12-2007,39.395,39.465,39.084,39.095001,39.095001,0
07-01-2008,39.34,39.34,39.064999,39.095001,39.095001,0
14-01-2008,39.279999,39.334999,39.084,39.134998,39.134998,0
21-01-2008,39.34,39.759998,39.084999,39.245998,39.245998,0
28-01-2008,39.292,39.465,39.055,39.055,39.055,0
04-02-2008,39.330002,39.724998,39.064999,39.535,39.535,0
11-02-2008,39.639999,39.880001,39.494999,39.584999,39.584999,0
18-02-2008,39.669998,40.209999,39.581001,39.974998,39.974998,0
25-02-2008,40,40.075001,39.615002,39.91,39.91,0
03-03-2008,40.169998,40.630001,39.990002,40.355,40.355,0
10-03-2008,40.560001,40.700001,39.869999,40.075001,40.075001,0
17-03-2008,40.759998,40.810001,40.104,40.185001,40.185001,0
24-03-2008,40.369999,40.404999,39.615002,39.615002,39.615002,0
31-03-2008,39.834999,40.07,39.761002,39.805,39.805,0
07-04-2008,39.915001,40.037498,39.775002,39.775002,39.775002,0
14-04-2008,39.875,39.98,39.646999,39.665001,39.665001,0
21-04-2008,39.860001,40.240002,39.735001,39.990002,39.990002,0
28-04-2008,40.134998,40.715,40,40.485001,40.485001,0
05-05-2008,40.630001,41.740002,40.435001,41.5,41.5,0
12-05-2008,41.599998,42.860001,41.583,42.435001,42.435001,0
19-05-2008,42.185001,43.169998,42.164001,42.610001,42.610001,0
26-05-2008,42.75,42.950001,42.084999,42.084999,42.084999,0
02-06-2008,42.084999,42.915001,42.084999,42.564999,42.564999,0
09-06-2008,42.845001,42.950001,42.583,42.805,42.805,0
16-06-2008,42.880001,42.970001,42.702999,42.799999,42.799999,0
23-06-2008,42.959999,42.970001,42.525002,42.715,42.715,0
30-06-2008,42.915001,43.362499,42.839001,43.084999,43.084999,0
07-07-2008,43.119999,43.389999,42.646999,42.728001,42.728001,0
14-07-2008,42.865002,43.205002,42.584999,42.595001,42.595001,0
21-07-2008,42.779999,42.825001,41.794998,42.084999,42.084999,0
28-07-2008,42.299999,42.735001,42.185001,42.433998,42.433998,0
04-08-2008,null,null,null,null,null,null
11-08-2008,null,null,null,null,null,null
18-08-2008,null,null,null,null,null,null
25-08-2008,43.955002,44.0625,43.43,43.625,43.625,0
01-09-2008,43.93,44.639999,43.869999,44.573002,44.573002,0
08-09-2008,44.573002,45.744999,44.130001,45.560001,45.560001,0
15-09-2008,45.560001,46.948002,45.243,45.705002,45.705002,0
22-09-2008,45.560001,46.570999,45.222,46.498001,46.498001,0
29-09-2008,46.498001,47.165001,46.147999,46.973,46.973,0
06-10-2008,46.973,49.119999,46.973,48.423,48.423,0
13-10-2008,48.459999,48.990002,47.577999,48.823002,48.823002,0
20-10-2008,48.823002,49.994999,48.66,49.755001,49.755001,0
27-10-2008,49.98,50.255001,48.483002,49.403,49.403,0
03-11-2008,49.403,49.403,46.849998,47.555,47.555,0
10-11-2008,47.555,49.452499,47.215,48.783001,48.783001,0
17-11-2008,48.985001,50.613998,48.762001,49.548,49.548,0
24-11-2008,50.044998,50.233002,48.798,49.568001,49.568001,0
01-12-2008,50.119999,50.557999,49.423,49.563,49.563,0
08-12-2008,49.23,49.573002,47.938,48.233002,48.233002,0
15-12-2008,48.233002,48.233002,46.587002,47.037998,47.037998,0
22-12-2008,47.27,49.099998,47.27,48.682999,48.682999,0
29-12-2008,48.200001,49.075001,47.970001,48.244999,48.244999,0
05-01-2009,48.799999,49.119999,48.022999,48.292999,48.292999,0
12-01-2009,48.299999,49.132999,48.299999,48.643002,48.643002,0
19-01-2009,48.779999,49.283001,48.506001,49.018002,49.018002,0
26-01-2009,48.627998,49.099998,48.43,48.733002,48.733002,0
02-02-2009,48.733002,49.080002,48.373001,48.623001,48.623001,0
09-02-2009,48.623001,48.938,48.463001,48.598,48.598,0
16-02-2009,48.598,50.037998,48.598,49.733002,49.733002,0
23-02-2009,49.553001,51.123001,49.257,50.893002,50.893002,0
02-03-2009,50.893002,52.16,50.893002,51.682999,51.682999,0
09-03-2009,51.682999,51.990002,50.983002,51.452999,51.452999,0
16-03-2009,51.452999,51.669998,50.07,50.563,50.563,0
23-03-2009,50.563,50.990002,50.098999,50.493,50.493,0
30-03-2009,50.493,51.252998,49.728001,49.928001,49.928001,0
06-04-2009,49.928001,50.605,49.605999,49.627998,49.627998,0
13-04-2009,49.627998,50.02,49.369999,49.803001,49.803001,0
20-04-2009,49.803001,50.525002,49.598,49.693001,49.693001,0
27-04-2009,49.693001,50.542999,49.060001,49.192001,49.192001,0
04-05-2009,50.029999,50.029999,49.073002,49.147999,49.147999,0
11-05-2009,49.147999,50.02,49.049999,49.382999,49.382999,0
18-05-2009,49.382999,49.382999,46.93,47.145,47.145,0
25-05-2009,47.099998,48.080002,46.949001,47.112999,47.112999,0
01-06-2009,47.112999,47.310001,46.714001,47.068001,47.068001,0
08-06-2009,47.099998,47.759998,47.049999,47.308998,47.308998,0
15-06-2009,47.599998,48.294998,47.573002,48.018002,48.018002,0
22-06-2009,48.018002,48.928001,48.018002,48.018002,48.018002,0
29-06-2009,48.018002,48.252998,47.702,47.807999,47.807999,0
06-07-2009,47.807999,49.02,47.807999,48.763,48.763,0
13-07-2009,48.763,49.428001,48.279999,48.563,48.563,0
20-07-2009,48.740002,48.740002,48.089001,48.162998,48.162998,0
27-07-2009,48.162998,48.57,47.625999,47.625999,47.625999,0
03-08-2009,47.625999,47.963001,47.272999,47.737999,47.737999,0
10-08-2009,47.737999,48.483002,47.654999,48.193001,48.193001,0
17-08-2009,48.193001,48.983002,48.193001,48.432999,48.432999,0
24-08-2009,48.432999,48.900002,48.389999,48.528,48.528,0
31-08-2009,48.650002,48.924999,48.509998,48.868,48.868,0
07-09-2009,48.580002,48.612999,48.368999,48.394001,48.394001,0
14-09-2009,48.639999,48.639999,47.997002,48.037998,48.037998,0
21-09-2009,48,48.279999,47.882999,47.938,47.938,0
28-09-2009,47.862999,48.132999,47.623001,47.627998,47.627998,0
05-10-2009,47.627998,47.709999,46.208,46.458,46.458,0
12-10-2009,46.41,46.678001,45.799999,46.217999,46.217999,0
19-10-2009,46.083,46.814999,45.932499,46.428001,46.428001,0
26-10-2009,46.428001,47.619999,46.41,46.917999,46.917999,0
02-11-2009,46.903,47.438,46.733002,46.740002,46.740002,0
09-11-2009,46.799999,46.799999,46.240002,46.257999,46.257999,0
16-11-2009,46.330002,46.757999,45.990002,46.643002,46.643002,0
23-11-2009,46.52,47.064999,45.84,46.553001,46.553001,0
30-11-2009,46.553001,46.553001,46,46.150002,46.150002,0
07-12-2009,46.150002,46.849998,46.150002,46.473,46.473,0
14-12-2009,46.473,46.958,46.473,46.702999,46.702999,0
21-12-2009,46.702999,46.897999,46.650002,46.650002,46.650002,0
28-12-2009,46.533001,46.764999,46.400002,46.610001,46.610001,0
04-01-2010,46.610001,46.610001,45.483002,45.518002,45.518002,0
11-01-2010,45.764999,45.813,45.223,45.803001,45.803001,0
18-01-2010,45.803001,46.313,45.502998,46.223,46.223,0
25-01-2010,46.150002,46.548,45.848,46.098,46.098,0
01-02-2010,46.098,46.75,45.900002,46.737999,46.737999,0
08-02-2010,46.737999,46.868,46.318001,46.400002,46.400002,0
15-02-2010,46.400002,46.4725,45.950001,46.252998,46.252998,0
22-02-2010,46.252998,46.487999,45.900002,46.068001,46.068001,0
01-03-2010,45.967999,46.133999,45.400002,45.507999,45.507999,0
08-03-2010,45.610001,45.658001,45.25,45.498001,45.498001,0
15-03-2010,45.498001,45.669998,45.25,45.268002,45.268002,0
22-03-2010,45.268002,45.700001,45.09,45.138,45.138,0
29-03-2010,45.235001,45.235001,44.59,44.807999,44.807999,0
05-04-2010,44.889999,44.889999,44.119999,44.119999,44.119999,0
12-04-2010,44.119999,44.674999,44.119999,44.318001,44.318001,0
19-04-2010,44.318001,44.737999,44.290001,44.290001,44.290001,0
26-04-2010,44.290001,44.757999,44.217999,44.217999,44.217999,0
03-05-2010,44.217999,45.717999,44.217999,45.417999,45.417999,0
10-05-2010,45.417999,45.417999,44.75,45.217999,45.217999,0
17-05-2010,45.209999,47.330002,45.209999,46.917999,46.917999,0
24-05-2010,46.917999,47.73,46.299999,46.327999,46.327999,0
31-05-2010,46.327999,47.27,46.327999,46.868,46.868,0
07-06-2010,46.868,47.400002,46.709999,46.778,46.778,0
14-06-2010,46.830002,46.830002,45.978001,45.978001,45.978001,0
21-06-2010,45.978001,46.598,45.540001,46.358002,46.358002,0
28-06-2010,46.358002,46.778,46.07,46.568001,46.568001,0
05-07-2010,46.779999,47.145,46.52,46.658001,46.658001,0
12-07-2010,46.658001,46.932999,46.400002,46.702999,46.702999,0
19-07-2010,46.77,47.428001,46.080002,46.917999,46.917999,0
26-07-2010,46.939999,47.053001,46.349998,46.368,46.368,0
02-08-2010,46.400002,46.400002,45.950001,46.056,46.056,0
09-08-2010,45.958,47.029999,45.939999,46.709999,46.709999,0
16-08-2010,46.627998,46.880001,46.257999,46.358002,46.358002,0
23-08-2010,46.608002,47.018002,46.560001,46.787998,46.787998,0
30-08-2010,46.803001,47.103001,46.467999,46.599998,46.599998,0
06-09-2010,46.577999,46.868,46.202999,46.303001,46.303001,0
13-09-2010,46.48,46.48,45.768002,46.099998,46.099998,0
20-09-2010,45.877998,45.877998,45.09,45.450001,45.450001,0
27-09-2010,45.240002,45.278,44.403,44.563,44.563,0
04-10-2010,44.412998,44.779999,42.209999,44.200001,44.200001,0
11-10-2010,44.408001,44.757999,43.987999,44.068001,44.068001,0
18-10-2010,44.158001,44.592999,44.158001,44.200001,44.200001,0
25-10-2010,44.59,44.610001,44.240002,44.419998,44.419998,0
01-11-2010,44.32,44.478001,43.84,44.013,44.013,0
08-11-2010,44.205002,44.868,44.189999,44.240002,44.240002,0
15-11-2010,44.778,45.564999,44.778,45.150002,45.150002,0
22-11-2010,45.290001,45.873001,45.182999,45.557999,45.557999,0
29-11-2010,45.709999,46.110001,44.900002,45.130001,45.130001,0
06-12-2010,44.912998,45.330002,44.5,45.049999,45.049999,0
13-12-2010,44.950001,45.605,44.849998,45.25,45.25,0
20-12-2010,45.167999,45.654999,44.950001,45.060001,45.060001,0
27-12-2010,45.110001,45.278,44.654999,44.810001,44.810001,0
03-01-2011,44.818001,45.522999,44.599998,45.18,45.18,0
10-01-2011,45.358002,45.548,44.91,44.959999,44.959999,0
17-01-2011,45.360001,45.842999,45.298,45.778,45.778,0
24-01-2011,45.588001,45.853001,45.450001,45.688,45.688,0
31-01-2011,45.838001,46.009998,45.41,45.560001,45.560001,0
07-02-2011,45.608002,45.775002,45.150002,45.630001,45.630001,0
14-02-2011,45.685001,45.685001,45.099998,45.209999,45.209999,0
21-02-2011,45.195,45.490002,44.917999,45.400002,45.400002,0
28-02-2011,45.25,45.302502,44.75,44.849998,44.849998,0
07-03-2011,44.98,45.285,44.849998,45.110001,45.110001,0
14-03-2011,45.237999,45.360001,44.950001,45.049999,45.049999,0
21-03-2011,44.998001,45.083,44.549999,44.599998,44.599998,0
28-03-2011,44.693001,44.893002,44.389999,44.450001,44.450001,0
04-04-2011,44.264999,44.465,43.93,44.099998,44.099998,0
11-04-2011,44.063,44.592999,44.055,44.419998,44.419998,0
18-04-2011,44.32,44.689999,44.25,44.259998,44.259998,0
25-04-2011,44.365002,44.615002,44.208,44.299999,44.299999,0
02-05-2011,44.215,44.889999,44.215,44.700001,44.700001,0
09-05-2011,44.790001,45.040001,44.59,44.709999,44.709999,0
16-05-2011,44.849998,45.169998,44.849998,44.849998,44.849998,0
23-05-2011,45,45.419998,45,45.189999,45.189999,0
30-05-2011,45.173,45.173,44.75,44.759998,44.759998,0
06-06-2011,44.823002,44.823002,44.573002,44.599998,44.599998,0
13-06-2011,44.723,44.959999,44.549999,44.799999,44.799999,0
20-06-2011,44.860001,45.053001,44.709999,44.849998,44.849998,0
27-06-2011,44.990002,45.130001,44.450001,44.592999,44.592999,0
04-07-2011,44.623001,44.623001,44.292999,44.330002,44.330002,0
11-07-2011,44.412998,44.75,44.349998,44.400002,44.400002,0
18-07-2011,44.52,44.662998,44.299999,44.299999,44.299999,0
25-07-2011,44.408001,44.431,43.852501,44.009998,44.009998,0
01-08-2011,44.18,44.842999,44.025002,44.563,44.563,0
08-08-2011,44.73,45.450001,44.73,45.292999,45.292999,0
15-08-2011,45.18,45.744999,45.169998,45.709999,45.709999,0
22-08-2011,45.924999,46.200001,45.549999,46.009998,46.009998,0
29-08-2011,46.153,46.153,40.700001,45.700001,45.700001,0
05-09-2011,45.737999,46.658001,45.737999,46.130001,46.130001,0
12-09-2011,46.57,48,46.57,47.5,47.5,0
19-09-2011,47.169998,49.889999,47.169998,49.473,49.473,0
26-09-2011,49.419998,49.763,48.653,48.860001,48.860001,0
03-10-2011,49.450001,49.529999,48.900002,49.040001,49.040001,0
10-10-2011,49.150002,49.459999,48.813,49.200001,49.200001,0
17-10-2011,48.893002,50.313,48.689999,49.860001,49.860001,0
24-10-2011,49.823002,50.002998,48.627998,49.790001,49.790001,0
31-10-2011,48.759998,49.537998,48.603001,49.048,49.048,0
07-11-2011,49.022999,50.34,48.900002,49.959999,49.959999,0
14-11-2011,50.110001,51.397999,49.919998,50.948002,50.948002,0
21-11-2011,51.228001,52.720001,51.228001,52.063,52.063,0
28-11-2011,52.259998,52.423,51.049999,51.299999,51.299999,0
05-12-2011,51.103001,52.330002,51.103001,51.700001,51.700001,0
12-12-2011,52.040001,54.303001,52.040001,53.209999,53.209999,0
19-12-2011,52.700001,53.209999,52.393002,52.509998,52.509998,0
26-12-2011,52.783001,53.487999,52.68,53,53,0
02-01-2012,53.099998,53.330002,52.599998,52.673,52.673,0
09-01-2012,52.810001,52.845001,51.298,51.432999,51.432999,0
16-01-2012,51.432999,51.785,50.080002,50.223,50.223,0
23-01-2012,50.305,50.395,49.294998,49.388,49.388,0
30-01-2012,49.388,49.805,48.549999,48.653,48.653,0
06-02-2012,48.653,49.75,48.610001,49.353001,49.353001,0
13-02-2012,49.353001,49.525002,49.049999,49.318001,49.318001,0
